gross,genres,,movie_title,budget,Net 
2277396,Drama|Romance,,Adam,,2277396
6517198,Crime|Drama,,Maria Full of Grace,3000000,3517198
5776314,Comedy|Drama|Romance,,Beginners,3200000,2576314
,Action|Comedy|Horror|Thriller,,Feast,3200000,-3200000
141600000,Comedy,,Animal House,3000000,138600000
51100000,Action|Adventure|Thriller,,Goldfinger,3000000,48100000
,Horror|Sci-Fi|Thriller,,Antiviral,3200000,-3200000
,Drama|Family|Fantasy|Romance,,It's a Wonderful Life,3180000,-3180000
16501785,Drama,,Trainspotting,3500000,13001785
38168022,Comedy|Documentary,,The Original Kings of Comedy,3000000,35168022
84749884,Horror,,Paranormal Activity 2,3000000,81749884
24788807,Comedy,,Waking Ned Devine,3000000,21788807
21244913,Crime|Documentary|Drama,,Bowling for Columbine,4000000,17244913
377420,Drama,,Coming Home,,377420
30000000,Fantasy|Horror,,A Nightmare on Elm Street 2: Freddy's Revenge,2200000,27800000
20966644,Drama|Romance,,A Room with a View,3000000,17966644
64423650,Horror|Sci-Fi|Thriller,,The Purge,3000000,61423650
48056940,Horror|Mystery,,Sinister,3000000,45056940
19184015,Biography|Comedy|Documentary,,Martin Lawrence Live: Runteldat,3000000,16184015
,Drama|Romance,,Cat on a Hot Tin Roof,3000000,-3000000
,Action|Adventure|Sci-Fi,,Beneath the Planet of the Apes,3000000,-3000000
24629916,Comedy|Drama|Family|Sport,,Air Bud,3000000,21629916
,Action|Adventure|Animation|Family|Fantasy|Sci-Fi,,Pokémon 3: The Movie,16000000,-16000000
19472057,Horror|Thriller,,Jason Lives: Friday the 13th Part VI,3000000,16472057
27200000,Adventure|Drama|War,,The Bridge on the River Kwai,3000000,24200000
15369573,Adventure|Comedy|Sci-Fi,,Spaced Invaders,3000000,12369573
,Comedy|Thriller,,Family Plot,4490375,-4490375
,Comedy|Drama|Romance,,The Apartment,3000000,-3000000
15935068,Fantasy|Horror|Thriller,,Jason Goes to Hell: The Final Friday,2500000,13435068
,Thriller,,Torn Curtain,6000000,-6000000
11694528,Comedy|Documentary|Music,,Dave Chappelle's Block Party,3000000,8694528
229094,Western,,Slow West,,229094
,Comedy|Drama|Music,,Krush Groove,3000000,-3000000
10017041,Action|Comedy|Crime,,Next Day Air,3000000,7017041
,Drama,,Elmer Gantry,3000000,-3000000
,Drama|War,,Judgment at Nuremberg,3000000,-3000000
9016377,Comedy,,Trippin',,9016377
,Animation|Comedy,,Robot Chicken            ,,0
,Action|Adventure|Romance|Western,,Red River,3000000,-3000000
7059537,Comedy,,Phat Girlz,3000000,4059537
8114507,Drama|Romance,,Before Midnight,3000000,5114507
7888703,Comedy|Fantasy,,Teen Wolf Too,3000000,4888703
7282851,Action|Fantasy|Horror|Sci-Fi|Thriller,,Phantasm II,3000000,4282851
6879730,Drama,,Woman Thou Art Loosed,,6879730
5844929,Comedy|Drama,,Real Women Have Curves,3000000,2844929
,Drama|War,,Deadline Gallipoli            ,15000000,-15000000
3222857,Drama|Romance,,Water,,3222857
4170647,Comedy|Drama,,East Is East,1900000,2270647
4142507,Comedy|Romance,,Whipped,3000000,1142507
4109095,Crime|Drama|History|Romance,,Kama Sutra: A Tale of Love,3000000,1109095
4033268,Comedy|Drama,,Please Give,,4033268
,Family|Fantasy|Musical,,Willy Wonka & the Chocolate Factory,3000000,-3000000
3902679,Fantasy|Horror,,Warlock: The Armageddon,3000000,902679
3559990,Comedy|Crime,,8 Heads in a Duffel Bag,3000000,559990
,Drama|Romance,,Days of Heaven,3000000,-3000000
3287435,Drama,,Thirteen Conversations About One Thing,4500000,-1212565
3071947,Comedy|Crime|Thriller,,Jawbreaker,3500000,-428053
2961991,Biography|Drama,,Basquiat,3300000,-338009
4063238,Comedy|Drama|Romance,,Frances Ha,,4063238
2912363,Crime|Drama,,Tsotsi,3000000,-87637
3000000,Comedy|Drama,,Happiness,3000000,0
2223990,Comedy|Documentary,,DysFunktional Family,3000000,-776010
1821983,Comedy|Drama|Horror,,Tusk,3000000,-1178017
2181290,Drama|Mystery|Thriller,,Oldboy,3000000,-818710
2848578,Drama|Family,,Letters to God,3500000,-651422
703002,Action|Comedy|Thriller,,Hobo with a Shotgun,3000000,-2296998
3105269,Action|Comedy,,Compadres,3000000,105269
,Comedy|Crime|Drama|Thriller,,Freeway,3000000,-3000000
252726,Drama|Family|Western,,Love's Abiding Joy,3000000,-2747274
373060,Drama,,Fish Tank,,373060
1007535,Comedy|Drama|Romance,,Damsels in Distress,,1007535
,Horror|Sci-Fi|Thriller,,Creature            ,,0
418268,Comedy|Romance,,Bachelorette,3000000,-2581732
,Comedy|Drama|Horror|Sci-Fi|Thriller,,BrainDead            ,,0
,Drama|Family|Music,,Brave New Girl,,0
200803,Comedy,,Tim and Eric's Billion Dollar Movie,3000000,-2799197
33631221,Crime|Drama|Thriller,,The Gambler,25000000,8631221
,Drama,,The Grand            ,,0
95016,Comedy|Drama|Romance|Sport,,Summer Storm,2700000,-2604984
73678,Drama|History|War,,Fort McCoy,3000000,-2926322
143000,Horror|Thriller,,Chain Letter,5000000,-4857000
39852,Comedy|Drama,,Just Looking,3000000,-2960148
22000,Drama|Sci-Fi|Thriller,,The Divide,3000000,-2978000
128937,Drama|Horror|Romance,,The Eclipse,,128937
,Horror|Thriller,,Demonic,3000000,-3000000
,Comedy,,My Big Fat Independent Movie,3000000,-3000000
334185206,Adventure|Family|Fantasy,,Alice in Wonderland,200000000,134185206
,Comedy,,The Deported,3000000,-3000000
5005,Drama,,Tanner Hall,3000000,-2994995
,Action|Drama|Thriller,,Open Road,3000000,-3000000
,Comedy,,They Came Together,,0
,Comedy,,30 Nights of Paranormal Activity with the Devil Inside the Girl with the Dragon Tattoo,3000000,-3000000
,Action|Drama|Sport,,Never Back Down 2: The Beatdown,3000000,-3000000
,Crime|Thriller,,Point Blank,3000000,-3000000
,Comedy,,Four Single Fathers,3000000,-3000000
,Thriller,,Enter the Dangerous Mind,800000,-800000
,Drama|Horror|Mystery|Thriller,,Something Wicked,3000000,-3000000
,Thriller,,AWOL-72,3000000,-3000000
,Adventure|Crime|Drama,,Iguana,3000000,-3000000
201148159,Drama|Family|Fantasy|Romance,,Cinderella,95000000,106148159
,Action|Adventure|Crime|Drama,,Chicago Overcoat,3000000,-3000000
,Comedy|Drama|Romance,,Barry Munday,,0
5595428,Drama,,Central Station,2900000,2695428
,Comedy|Drama,,Pocketful of Miracles,2900000,-2900000
,Action|Crime,,Close Range,3000000,-3000000
3123749,Comedy|Romance,,Boynton Beach Club,1500000,1623749
,Drama|Horror|Mystery|Thriller,,Amnesiac,3000000,-3000000
100675,Documentary,,Freakonomics,3000000,-2899325
,Fantasy|Horror|Mystery,,The Omen,2800000,-2800000
3645438,Horror,,High Tension,2200000,1445438
,Comedy|Drama|Romance|Sci-Fi,,Griff the Invisible,,0
,Action|Horror|Thriller,,Unnatural,3000000,-3000000
22201636,Crime|Drama|Music,,Hustle & Flow,8000000,14201636
25000000,Comedy|Music|Romance,,Some Like It Hot,2883848,22116152
19170001,Horror,,Friday the 13th Part VII: The New Blood,2800000,16370001
22202612,Adventure|Family|Fantasy|Musical,,The Wizard of Oz,2800000,19402612
86300000,Comedy,,Young Frankenstein,2800000,83500000
952620,Horror,,Diary of the Dead,2000000,-1047380
,Comedy|Drama|Romance,,Lage Raho Munna Bhai,120000000,-120000000
9054736,Drama,,Ulee's Gold,2700000,6354736
,Adventure|Family|Sport,,The Black Stallion,2700000,-2700000
,Romance,,Sardaar Ji,3000000,-3000000
,Action|Adventure|Animation|Comedy|Sci-Fi,,Journey to Saturn,,0
,Adventure|Comedy|Romance,,Donovan's Reef,2686585,-2686585
,Comedy|Drama,,The Dress,2650000,-2650000
,Drama|Fantasy|Romance|War,,A Guy Named Joe,2627000,-2627000
119500000,Comedy|Western,,Blazing Saddles,2600000,116900000
32600000,Horror|Thriller,,Friday the 13th: The Final Chapter,1800000,30800000
3826455,Drama,,Ida,,3826455
3130592,Drama|Romance,,Maurice,2600000,530592
475000,Comedy|Sport,,Beer League,2800000,-2325000
10654581,Drama|Sci-Fi|Thriller,,The Astronaut's Wife,34000000,-23345419
2276368,Documentary|History|Sport,,Riding Giants,,2276368
38108,Horror|Mystery|Sci-Fi|Thriller,,Timecrimes,2600000,-2561892
,Action|Adventure|Comedy,,Silver Medallist,15000000,-15000000
,Horror|Thriller,,Timber Falls,2600000,-2600000
,Comedy|Musical|Romance,,Singin' in the Rain,2540800,-2540800
,Documentary,,"Fat, Sick & Nearly Dead",2500000,-2500000
40041683,Comedy|Fantasy,,A Haunted House,2500000,37541683
33349949,Documentary,,2016: Obama's America,2500000,30849949
33386128,Horror,,Halloween II,15000000,18386128
25809813,Comedy|Drama|Music,,That Thing You Do!,26000000,-190187
14400000,Horror|Mystery|Sci-Fi,,Halloween III: Season of the Witch,2500000,11900000
,Action|Sci-Fi,,Escape from the Planet of the Apes,2500000,-2500000
,Drama,,Hud,2500000,-2500000
32230907,Comedy|Documentary,,Kevin Hart: Let Me Explain,2500000,29730907
6401336,Drama,,My Own Private Idaho,2500000,3901336
26781723,Comedy|Drama|Romance,,Garden State,2500000,24281723
5400000,Drama|Romance,,Before Sunrise,2500000,2900000
,Action|Drama|Horror|Thriller,,Sur le seuil,3200000,-3200000
1282084,Drama,,Jesus' Son,2500000,-1217916
1186323,Comedy|Drama|Romance,,Saving Face,,1186323
1094998,Drama,,Brick Lane,,1094998
3325638,Comedy|Crime|Drama|Sci-Fi,,Robot & Frank,2500000,825638
395592,Drama|Romance,,My Life Without Me,2000000,-1604408
6851969,Comedy|Drama|Romance,,The Spectacular Now,2500000,4351969
333658,Comedy|Family|Musical|Romance|Short,,Marilyn Hotchkiss' Ballroom Dancing and Charm School,34000,299658
12995673,Comedy|Documentary|War,,Religulous,2500000,10495673
173783,Documentary,,Fuel,2500000,-2326217
118666,Drama,,Valley of the Heart's Delight,2500000,-2381334
114324072,Comedy|Sport,,Dodgeball: A True Underdog Story,20000000,94324072
71904,Comedy|Drama|Family,,Eye of the Dolphin,2500000,-2428096
99851,Documentary,,8: The Mormon Proposition,2500000,-2400149
115504,Comedy|Drama|Romance,,The Other End of the Line,14000000,-13884496
5725,Horror|Thriller,,Anatomy,8400000,-8394275
75727,Drama|Romance|Sci-Fi|Thriller,,Sleep Dealer,2500000,-2424273
322157,Comedy|Crime|Drama,,Super,2500000,-2177843
,Comedy|Drama|Family|Romance,,Christmas Mail,2500000,-2500000
,Comedy|Horror,,Stung,2500000,-2500000
,Horror,,Antibirth,3500000,-3500000
5731103,Drama|History,,Get on the Bus,2400000,3331103
978908,Drama|Horror|Mystery|Thriller,,Thr3e,2400000,-1421092
438653,Adventure|Comedy|Sci-Fi,,Idiocracy,,438653
,Crime|Drama,,The Rise of the Krays,2500000,-2500000
327919,Crime|Drama,,This Is England,1500000,-1172081
,Comedy|Sci-Fi,,Alien Uprising,2500000,-2500000
,Comedy|Musical,,Bathing Beauty,2361000,-2361000
178739,Drama|Musical,,Go for It!,2450000,-2271261
565592,Comedy|Drama|Family,,"Dancer, Texas Pop. 81",,565592
,Drama|Family|Musical|Romance,,Show Boat,2295429,-2295429
27012,Drama,,Redemption Road,,27012
,Thriller,,The Calling,,0
,Adventure|Animation|Comedy|Family|Fantasy|Musical,,The Brave Little Toaster,2300000,-2300000
76400000,Animation|Family|Fantasy|Music,,Fantasia,2280000,74120000
,Action|Crime|Drama|Thriller,,The French Connection,1800000,-1800000
,Drama|Thriller,,8 Days,2500000,-2500000
36200000,Horror|Thriller,,Friday the 13th Part III,4000000,32200000
21300000,Horror|Mystery|Thriller,,Friday the 13th: A New Beginning,2200000,19100000
379643,Drama,,The Last Sin Eater,2200000,-1820357
12985267,Drama,,Do You Believe?,2300000,10685267
,Thriller,,Impact Point,2200000,-2200000
,Drama,,The Valley of Decision,2160000,-2160000
,Drama|Thriller,,Eden,,0
,Comedy|Drama|Romance,,Chicken Tikka Masala,1200000,-1200000
,Comedy|Music|Romance,,Always Woodstock,2400000,-2400000
,Action|Comedy|Horror,,Jack Brooks: Monster Slayer,2500000,-2500000
23650000,Drama|Romance|War,,The Best Years of Our Lives,2100000,21550000
510092,Biography|Crime|Drama,,Bully,,510092
313436,Comedy|Drama,,Elling,15500000,-15186564
3330,Crime|Drama,,Mi America,2100000,-2096670
,Horror,,[Rec],1500000,-1500000
,Drama,,Lies in Plain Sight,2100000,-2100000
,Comedy|Drama|Mystery|Romance|Thriller,,Sharkskin,2100000,-2100000
,Horror|Sci-Fi|Thriller,,Containment,,0
,Adventure|Drama|Western,,The Timber,2100000,-2100000
24800000,Action|Adventure|Thriller,,From Russia with Love,2000000,22800000
792966,Action|Comedy|Horror|Sci-Fi,,The Toxic Avenger Part II,2300000,-1507034
,Crime|Drama|Mystery,,In the Heat of the Night            ,,0
,Comedy|Sci-Fi,,Sleeper,2000000,-2000000
14673301,Horror|Mystery,,It Follows,2000000,12673301
,Comedy,,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,2000000,-2000000
,Crime|Drama,,To Kill a Mockingbird,2000000,-2000000
9003011,Action|Adventure|Sci-Fi|Thriller,,Mad Max 2: The Road Warrior,2000000,7003011
11546543,Action|Comedy,,The Legend of Drunken Master,2000000,9546543
,Crime|Drama|Romance,,Lolita,2000000,-2000000
11533945,Biography|Crime|Drama|Romance,,Boys Don't Cry,2000000,9533945
12555230,Drama|Horror|Mystery|Thriller,,Silent House,2000000,10555230
11284657,Drama|Thriller,,The Lives of Others,2000000,9284657
34522221,Drama,,Courageous,2000000,32522221
,Drama|Sport,,The Hustler,2000000,-2000000
,Adventure|Drama|Romance|Western,,Boom Town,1614000,-1614000
7002255,Animation|Comedy|Drama,,The Triplets of Belleville,9500000,-2497745
6719300,Comedy|Drama,,Smoke Signals,2000000,4719300
6003587,Biography|Comedy|Drama,,American Splendor,,6003587
5792822,Drama|Romance,,Before Sunset,2700000,3092822
5383834,Drama|Thriller,,Amores Perros,2000000,3383834
4599680,Drama,,Thirteen,1500000,3099680
,Drama|Romance,,Gentleman's Agreement,2000000,-2000000
6531491,Drama,,Winter's Bone,2000000,4531491
4581222,Adventure|Documentary|Drama|Sport,,Touching the Void,,4581222
,Drama|Musical|Romance,,Alexander's Ragtime Band,2000000,-2000000
3885134,Comedy|Drama,,Me and You and Everyone We Know,2000000,1885134
4311834,Crime|Documentary,,Inside Job,,4311834
3590010,Drama|Music|Romance,,We Are Your Friends,2000000,1590010
3300230,Action|Crime|Drama|Thriller,,Ghost Dog: The Way of the Samurai,,3300230
3335839,Action|Crime|Drama|Thriller,,Harsh Times,2000000,1335839
2557668,Crime|Drama|Thriller,,Captive,2000000,557668
2506446,Comedy|Romance,,Full Frontal,2000000,506446
7369373,Horror|Mystery|Thriller,,Witchboard,2000000,5369373
,Comedy,,Strangers with Candy            ,,0
4414535,Drama,,Hamlet,18000000,-13585465
1984378,Comedy|Drama|Romance,,Shortbus,2000000,-15622
2283276,Animation|Biography|Documentary|Drama|History|War,,Waltz with Bashir,1500000,783276
1098224,Adventure,,"The Book of Mormon Movie, Volume 1: The Journey",2000000,-901776
1430185,Documentary|War,,No End in Sight,2000000,-569815
1477002,Drama|Romance,,The Diary of a Teenage Girl,2000000,-522998
,Comedy|Drama|Romance,,Get Real            ,,0
1134049,Documentary|History,,In the Shadow of the Moon,2000000,-865951
977600,Drama|Western,,Meek's Cutoff,,977600
653621,Biography|Documentary|History,,Inside Deep Throat,2000000,-1346379
110000,Crime|Drama|Romance,,Dinner Rush,,110000
444354,Comedy|Drama,,Clockwatchers,,444354
535249,Comedy,,The Virginity Hit,3400000,-2864751
,Comedy|Drama|Thriller,,Subway,17000000,-17000000
371081,Comedy|Drama,,House of D,6000000,-5628919
347578,Comedy|Fantasy|Horror|Thriller,,Teeth,,347578
124494,Action|Adventure|Comedy|Drama|Music|Sci-Fi,,Six-String Samurai,2000000,-1875506
,Action|Comedy|Romance|Thriller,,Hum To Mohabbat Karega,,0
120620,Biography|Comedy|Drama|Music,,It's All Gone Pete Tong,,120620
100669,Comedy|Drama,,Saint John of Las Vegas,3800000,-3699331
,Comedy|Drama|Romance|Sport,,24 7: Twenty Four Seven,,0
186354,Drama,,Stonewall,13500000,-13313646
,Comedy|Drama|Sci-Fi,,Eureka            ,,0
55202,Animation|Comedy|Family|Romance,,Roadside Romeo,,55202
,Crime|Drama,,This Thing of Ours,,0
549632,Adventure|Family|Fantasy,,The Lost Medallion: The Adventures of Billy Stone,,549632
137945,Comedy|Drama|Musical|Romance,,The Last Five Years,,137945
17580,Drama,,The Missing Person,1500000,-1482420
,Horror|Romance|Sci-Fi,,Return of the Living Dead III,2000000,-2000000
12667,Drama|Romance,,London,14000,-1333
198407,Drama,,Sherrybaby,2000000,-1801593
13973532,Comedy|Crime,,Stealing Harvard,25000000,-11026468
,Drama|Horror|Mystery|Sci-Fi|Thriller,,Circle,,0
5824,Horror|Thriller,,Eden Lake,,5824
2843,Thriller,,Plush,,2843
,Action|Comedy|Fantasy|Horror,,Vampire Killers,,0
4958,Action|Crime|Drama,,Gangster's Paradise: Jerusalema,2000000,-1995042
,Crime|Drama|Thriller,,Freeze Frame,2000000,-2000000
,Horror,,Grave Encounters,100000,-100000
,Comedy|Horror,,Stitches,,0
,Crime|Drama|Horror|Mystery|Thriller,,Nine Dead,2000000,-2000000
,Documentary,,"To Be Frank, Sinatra at 100",2000000,-2000000
,Comedy,,Bananas,2000000,-2000000
13220,Thriller,,Supercapitalist,,13220
,Action|Crime|Drama|Thriller,,Rockaway,2000000,-2000000
,Comedy|Drama,,Wings            ,,0
7927,Crime|Drama|Film-Noir|Mystery|Thriller,,The Lady from Shanghai,2300000,-2292073
,Horror|Thriller,,No Man's Land: The Rise of Reeker,2000000,-2000000
,Crime|Drama,,Highway,14000000,-14000000
,Comedy|Crime|Drama,,Small Apartments,2000000,-2000000
,Comedy,,Coffee Town,2000000,-2000000
2436,Comedy|Fantasy|Musical|Sci-Fi,,The Ghastly Love of Johnny X,2000000,-1997564
4556,Comedy|Drama,,All Is Bright,,4556
,Horror|Mystery,,The Torture Chamber of Dr. Sadism,,0
,Comedy|Drama,,Straight A's,2000000,-2000000
,Comedy|Musical,,A Funny Thing Happened on the Way to the Forum,2000000,-2000000
,Documentary,,Slacker Uprising,2000000,-2000000
,Action|Adventure|History|Western,,The Legend of Hell's Gate: An American Conspiracy,2000000,-2000000
,Comedy|Horror,,The Walking Deceased,1250000,-1250000
,Drama|Horror|Mystery|Thriller,,The Curse of Downers Grove,2000000,-2000000
,Thriller,,Shark Lake,2000000,-2000000
4600000,Crime|Drama,,River's Edge,1900000,2700000
1420578,Drama|Fantasy,,Northfork,1900000,-479422
,Action|Thriller,,The Marine 4: Moving Target,1950000,-1950000
1028658,Drama|Mystery|Thriller,,Buried,3000000,-1971342
466702,Comedy|Drama|Romance,,Submarine,,466702
,Documentary|Drama|History|News,,The Square,1500000,-1500000
18435,Drama,,One to Another,1400000,-1381565
35266619,Drama|Fantasy|Horror,,Carrie,30000000,5266619
95236,Drama|Musical,,ABCD (Any Body Can Dance),,95236
26505000,Horror,,A Nightmare on Elm Street,1800000,24705000
2957978,Biography|Crime|Documentary|History|Thriller,,Man on Wire,1000000,1957978
,Drama,,Abandoned,,0
444044,Drama,,Brotherly Love,1900000,-1455956
40990055,Drama|Horror|Thriller,,The Last Exorcism,1800000,39190055
1445366,Biography|Drama|Music,,Nowhere Boy,,1445366
,Drama,,A Streetcar Named Desire,1800000,-1800000
,Comedy,,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1800000,-1800000
5709616,Drama|Romance,,El crimen del padre Amaro,1800000,3909616
12784397,Drama|Fantasy,,Beasts of the Southern Wild,1800000,10984397
,Action|Sci-Fi,,Battle for the Planet of the Apes,1800000,-1800000
3050934,Drama|Music,,Songcatcher,1800000,1250934
841206,Drama,,Higher Ground,,841206
,Comedy|Romance,,Vaalu,150000000,-150000000
638476,Comedy|Documentary,,The Greatest Movie Ever Sold,1500000,-861524
,Comedy|Horror,,Ed and His Dead Mother,1800000,-1800000
505295,Adventure|Drama,,Travelers and Magicians,1800000,-1294705
,Western,,Hang 'Em High,1800000,-1800000
,Crime|Drama|Film-Noir,,Deadline - U.S.A.,,0
,Horror|Thriller,,Sublime,1800000,-1800000
,Comedy|Horror|Thriller,,A Beginner's Guide to Snuff,,0
,Action|Sci-Fi,,Independence Daysaster,1800000,-1800000
,Comedy|Drama,,Dysfunctional Friends,1800000,-1800000
7267324,Crime|Drama,,Run Lola Run,3500000,3767324
145540,Drama|Horror,,May,500000,-354460
,Adventure|Family,,Against the Wild,2000000,-2000000
,Horror,,Living Dark: The Story of Ted the Caver,1750000,-1750000
12589108,Adventure|Drama,,Under the Same Moon,,12589108
,Action|Sci-Fi,,Conquest of the Planet of the Apes,1700000,-1700000
35918429,Crime|Drama,,In the Bedroom,1700000,34218429
92401,Horror|Thriller,,I Spit on Your Grave,2000000,-1907599
1943649,Comedy|Crime|Romance,,"Happy, Texas",1700000,243649
992238,Drama|Romance,,My Summer of Love,1700000,-707762
4231500,Drama|Romance,,The Lunchbox,1000000,3231500
396035,Drama|Romance,,Yes,1000000,-603965
,Comedy|Drama|Romance,,You Can't Take It with You,1644736,-1644736
,Drama|Romance|War,,From Here to Eternity,1650000,-1650000
,Western,,She Wore a Yellow Ribbon,1600000,-1600000
2507106,Drama|Music,,Grace Unplugged,,2507106
6026908,Comedy|Drama,,Foolish,2000000,4026908
2592808,Crime|Drama|Thriller,,N-Secure,,2592808
1060591,Comedy|Drama|Romance,,Caramel,1300000,-239409
,Horror|Thriller,,Out of the Dark,,0
155972,Comedy|Drama|Romance,,The Bubble,1500000,-1344028
,Drama|Mystery|Thriller,,The Conversation,1600000,-1600000
129319,Romance,,Dil Jo Bhi Kahey...,70000000,-69870681
26893,Crime|Drama|Romance,,Mississippi Mermaid,1600000,-1573107
2580,Drama|Mystery,,I Love Your Work,1650000,-1647420
,Horror,,Cabin Fever,,0
58885635,Action|Horror|Thriller,,Dawn of the Dead,26000000,32885635
19067631,Comedy|Drama|Romance,,Waitress,2000000,17067631
11806119,Action|Biography|Drama|Sport,,Bloodsport,1100000,10706119
,Comedy|Drama,,Mr. Smith Goes to Washington,1500000,-1500000
7417210,Drama,,Kids,1500000,5917210
7362100,Comedy|Drama,,The Squid and the Whale,1500000,5862100
7022940,Comedy|Drama|Romance,,Kissing Jessica Stein,1000000,6022940
190666,Comedy|Drama,,"A Woman, a Gun and a Noodle Shop",,190666
,Action,,Kickboxer: Vengeance,17000000,-17000000
,Film-Noir|Mystery|Romance|Thriller,,Spellbound,1696377,-1696377
5132222,Drama|Mystery|Romance,,Exotica,2000000,3132222
2365931,Comedy|Crime|Drama|Romance,,Buffalo '66,1500000,865931
53991137,Fantasy|Horror|Mystery|Thriller,,Insidious,1500000,52491137
,Comedy|Crime|Sci-Fi|Thriller,,Repo Man,1500000,-1500000
1221261,Crime|Drama|Thriller,,Nine Queens,1500000,-278739
2408553,Documentary|War,,The Gatekeepers,,2408553
712294,Drama,,The Ballad of Jack and Rose,1500000,-787706
3447339,Comedy|Romance,,The To Do List,1500000,1947339
418953,Crime|Drama|Thriller,,Killing Zoe,1500000,-1081047
406035,Drama,,The Believer,1500000,-1093965
402820,Drama|Romance,,Snow Angels,,402820
,Action|Horror|Thriller,,Unsullied,1500000,-1500000
373967,Horror|Mystery,,Session 9,1500000,-1126033
194568,Comedy|Romance,,I Want Someone to Eat Cheese With,1500000,-1305432
,Drama|Family,,Mooz-Lum,,0
,Comedy|Horror,,Hatchet,1500000,-1500000
163245,Comedy|Drama|Family,,Modern Times,1500000,-1336755
119841,Drama,,Stolen Summer,1500000,-1380159
173066,Comedy|Fantasy,,My Name Is Bruce,1500000,-1326934
92362,Comedy|Drama,,The Salon,1500000,-1407638
105943,Comedy,,Road Hard,1500000,-1394057
,Drama|Music|Romance,,Forty Shades of Blue,1500000,-1500000
183490,Drama|War,,Amigo,1700000,-1516510
3478,Fantasy|Horror,,Pontypool,1500000,-1496522
52166,Drama,,Trucker,2000000,-1947834
,Comedy|Drama|Romance,,Me You and Five Bucks,1500000,-1500000
1163508,Drama|Fantasy|Horror|Thriller,,The Lords of Salem,2500000,-1336492
,Comedy|Horror|Mystery,,Housebound,350000,-350000
,Documentary,,Wal-Mart: The High Cost of Low Price,1500000,-1500000
,Drama|Fantasy|Romance,,Fetching Cody,1500000,-1500000
,Comedy|Drama,,Once Upon a Time in Queens,1500000,-1500000
,Comedy|Drama,,Closer to the Moon,5000000,-5000000
,Sci-Fi,,Mutant World,1500000,-1500000
,Comedy|Drama|Family,,Growing Up Smith,2000000,-2000000
,Action|Crime|Thriller,,Checkmate,1500000,-1500000
80033643,Action|Crime|Mystery|Thriller,,Jack Reacher,60000000,20033643
,Drama|Horror|Mystery|Thriller,,#Horror,1500000,-1500000
,Action|Horror|Thriller,,Wind Walkers,2000000,-2000000
184925485,Animation|Family|Fantasy|Musical,,Snow White and the Seven Dwarfs,2000000,182925485
304124,Drama,,The Holy Girl,1400000,-1095876
,Western,,Shalako,1455000,-1455000
36830,Adventure|Comedy|Horror,,Incident at Loch Ness,1400000,-1363170
,Drama,,The Dog Lover,2000000,-2000000
,Horror|Thriller,,Girl House,3150000,-3150000
231186,Crime|Romance|Thriller,,The Blue Room,,231186
,Horror|Thriller,,House at the End of the Drive,1400000,-1400000
,Adventure|Comedy|Family,,Batman: The Movie,1377800,-1377800
3650677,Comedy|Crime,,"Lock, Stock and Two Smoking Barrels",960000,2690677
,Western,,The Ballad of Gregorio Cortez,1250000,-1250000
,Action|Crime|Drama|Mystery,,The Streets of San Francisco            ,,0
1647780,Drama,,The Celebration,1300000,347780
695229,Comedy|Drama,,Trees Lounge,1300000,-604771
638951,Drama,,Journey from the Fall,1592000,-953049
609042,Drama,,The Basket,1300000,-690958
1521,Comedy|Horror,,Eddie: The Sleepwalking Cannibal,1500000,-1498479
32940507,Action|Crime|Drama|Thriller,,Mercury Rising,60000000,-27059493
,Drama|Sci-Fi,,Space: Above and Beyond            ,5000000,-5000000
,Action|Biography|Drama|History,,Queen of the Mountains,1400000,-1400000
,Action|Sci-Fi,,Def-Con 4,1750000,-1750000
19539,Comedy,,The Hebrew Hammer,1000000,-980461
100358,Comedy|Musical|Romance,,Neal 'N' Nikki,1500000,-1399642
,Comedy,,The 41-Year-Old Virgin Who Knocked Up Sarah Marshall and Felt Superbad About It,1300000,-1300000
,Horror|Romance|Thriller,,Forget Me Not,1300000,-1300000
,Drama|Film-Noir|Mystery|Thriller,,Rebecca,1288000,-1288000
19100000,Horror|Mystery|Thriller,,Friday the 13th Part 2,1250000,17850000
,Drama|Film-Noir,,The Lost Weekend,1250000,-1250000
,Horror|Sci-Fi,,C.H.U.D.,1250000,-1250000
2833383,Drama|Music,,Filly Brown,427000,2406383
,Animation,,The Lion of Judah,15000000,-15000000
,Crime|Film-Noir|Thriller,,Niagara,1250000,-1250000
,Drama|Family,,How Green Was My Valley,1250000,-1250000
,Drama,,The Girlfriend Experience            ,,0
,Comedy|Romance|Thriller,,Da Sweet Blood of Jesus,1420000,-1420000
24741700,Drama,,"Sex, Lies, and Videotape",1200000,23541700
55153403,Horror|Mystery|Thriller,,Saw,1200000,53953403
18488314,Comedy|Crime|Mystery,,Super Troopers,1200000,17288314
,Action|Romance|Thriller,,The Algerian,1300000,-1300000
11278,Comedy|Drama,,The Amazing Catfish,1300000,-1288722
79363785,Drama|Sci-Fi|Thriller,,The Day the Earth Stood Still,80000000,-636215
13876974,Comedy|Drama|Romance,,Monsoon Wedding,7000000,6876974
9180275,Drama,,You Can Count on Me,1200000,7980275
,Comedy|Mystery|Romance,,The Trouble with Harry,1200000,-1200000
